AC_Number,Constituency_Name,District,Margin_Pct,total_squeeze_pct,Predicted_Winner_baseline,Predicted_Winner_Prob_baseline,Predicted_Winner_adjusted,Predicted_Winner_Prob_adjusted
150,Jadavpur,South  Twenty Four Parganas,18.3,0.16,All India Trinamool Congress,0.9756588579956468,All India Trinamool Congress,0.8276259954871196
202,Khanakul,Hugli,6.0,0.14,Bharatiya Janta Party,0.9952173997521,Bharatiya Janta Party,0.995448382044043
195,Jangipara,Hugli,8.6,0.14,All India Trinamool Congress,0.9641842463649902,All India Trinamool Congress,0.8358459897227443
158,Kolkata Port,Kolkata,45.4,0.14,All India Trinamool Congress,0.993117761138458,All India Trinamool Congress,0.8599239779655397
194,Chanditala,Hugli,20.2,0.14,All India Trinamool Congress,0.9882644725498796,All India Trinamool Congress,0.855889074134731
196,Haripal,Hugli,10.6,0.14,All India Trinamool Congress,0.868443412552978,All India Trinamool Congress,0.7557695485183908
201,Goghat,Hugli,1.9,0.14,Bharatiya Janta Party,0.9971050601098924,Bharatiya Janta Party,0.9972510376314716
165,Jorasanko,Kolkata,13.0,0.14,All India Trinamool Congress,0.6699586475198782,All India Trinamool Congress,0.5877640407862396
197,Dhanekhali,Hugli,13.0,0.14,All India Trinamool Congress,0.7308840343047897,All India Trinamool Congress,0.6396228146095612
190,Chunchura,Hugli,7.4,0.14,Bharatiya Janta Party,0.611059794076123,Bharatiya Janta Party,0.6361959391321452
192,Pandua,Hugli,14.4,0.14,All India Trinamool Congress,0.967537370104936,All India Trinamool Congress,0.838639284238041
187,Champdani,Hugli,15.2,0.14,All India Trinamool Congress,0.9266337479601684,All India Trinamool Congress,0.8045131029996165
168,Kashipur-Belgachhia,Kolkata,26.6,0.14,All India Trinamool Congress,0.9918870639393804,All India Trinamool Congress,0.8589009562687401
186,Sreerampur,Hugli,12.6,0.14,All India Trinamool Congress,0.8244122070998654,All India Trinamool Congress,0.7187334406740893
160,Rashbehari,Kolkata,17.4,0.14,All India Trinamool Congress,0.954573660209624,All India Trinamool Congress,0.827835772140372
166,Shyampukur,Kolkata,22.1,0.14,All India Trinamool Congress,0.9834829287649344,All India Trinamool Congress,0.8519122723271296
200,Arambag,Hugli,3.3,0.14,Bharatiya Janta Party,0.9938705803418804,Bharatiya Janta Party,0.9942011094572089
199,Pursurah,Hugli,12.8,0.14,Bharatiya Janta Party,0.988099046586391,Bharatiya Janta Party,0.988700994143984
193,Saptagram,Hugli,5.2,0.14,All India Trinamool Congress,0.8320259451165105,All India Trinamool Congress,0.7251470729875531
188,Singur,Hugli,12.5,0.14,All India Trinamool Congress,0.989673399462042,All India Trinamool Congress,0.85706058373391
185,Uttarpara,Hugli,18.3,0.14,All India Trinamool Congress,0.974640349156236,All India Trinamool Congress,0.8445538711834814
159,Bhabanipur,Kolkata,22.8,0.14,All India Trinamool Congress,0.98721247958828,All India Trinamool Congress,0.8550142649788763
167,Maniktola,Kolkata,15.4,0.14,All India Trinamool Congress,0.9587594911605116,All India Trinamool Congress,0.8313253366433238
189,Chandannagar,Hugli,17.3,0.14,All India Trinamool Congress,0.9823043968569904,All India Trinamool Congress,0.850931853709381
162,Chowrangee,Kolkata,41.1,0.14,All India Trinamool Congress,0.9853059999724018,All India Trinamool Congress,0.8534286984553646
198,Tarakeswar,Hugli,3.7,0.14,All India Trinamool Congress,0.9454079416368508,All India Trinamool Congress,0.8201905477418339
163,Entally,Kolkata,37.4,0.14,All India Trinamool Congress,0.993447417168264,All India Trinamool Congress,0.8601979885468168
191,Balagarh,Hugli,2.7,0.14,Bharatiya Janta Party,0.5287878745945606,Bharatiya Janta Party,0.5632060423997881
161,Ballygunge,Kolkata,50.4,0.14,All India Trinamool Congress,0.9910311818148084,All India Trinamool Congress,0.8581894411609777
164,Beleghata,Kolkata,42.8,0.14,All India Trinamool Congress,0.9895737265180756,All India Trinamool Congress,0.8569777109851971
224,Kharagpur Sadar,Paschim Medinipur,2.2,0.1,Bharatiya Janta Party,0.9912376206989402,Bharatiya Janta Party,0.9914635765527304
83,Krishnanagar Uttar,Nadia,17.5,0.1,Bharatiya Janta Party,0.9844416084563798,Bharatiya Janta Party,0.9850483518974386
215,Khejuri,Purba Medinipur,8.5,0.1,Bharatiya Janta Party,0.990257048294932,Bharatiya Janta Party,0.9905472753781108
88,Krishnaganj,Nadia,9.3,0.1,Bharatiya Janta Party,0.997758774439475,Bharatiya Janta Party,0.9978221380051516
80,Kaliganj,Nadia,22.7,0.1,All India Trinamool Congress,0.9594987265204286,All India Trinamool Congress,0.86736669838811
11,Kalchini,Jalpaiguri,14.8,0.1,Bharatiya Janta Party,0.9984066735071976,Bharatiya Janta Party,0.9984411499617762
241,Joypur,Puruliya,6.1,0.1,Bharatiya Janta Party,0.9956204827815154,Bharatiya Janta Party,0.995781462754461
216,Kanthi Dakshin,Purba Medinipur,5.3,0.1,Bharatiya Janta Party,0.9892950459721812,Bharatiya Janta Party,0.9896890995205796
228,Kharagpur,Paschim Medinipur,18.3,0.1,All India Trinamool Congress,0.9815168603576544,All India Trinamool Congress,0.8867013115121072
22,Kalimpong,Darjiling,2.5,0.1,OTHER,0.690703257972146,OTHER,0.6909093059996374
183,Jagatballavpur,Haora,12.5,0.1,All India Trinamool Congress,0.9678768499991416,All India Trinamool Congress,0.8747266405356425
170,Howrah Uttar,Haora,3.7,0.1,All India Trinamool Congress,0.8725846128513518,All India Trinamool Congress,0.7908024290109444
244,Kashipur,Puruliya,3.8,0.1,Bharatiya Janta Party,0.9964749959318744,Bharatiya Janta Party,0.99658753724704
77,Karimpur,Nadia,10.7,0.1,All India Trinamool Congress,0.5945451449103485,All India Trinamool Congress,0.5432376063254192
213,Kanthi Uttar,Purba Medinipur,4.1,0.1,Bharatiya Janta Party,0.983422991375125,Bharatiya Janta Party,0.9838030691457512
221,Gopiballavpur,Paschim Medinipur,12.1,0.1,All India Trinamool Congress,0.8592578116801942,All India Trinamool Congress,0.779028183301944
257,Indus,Bankura,3.4,0.1,Bharatiya Janta Party,0.997936244427798,Bharatiya Janta Party,0.9980078437205886
222,Jhargram,Paschim Medinipur,19.3,0.1,All India Trinamool Congress,0.9813545248461416,All India Trinamool Congress,0.8865588518818132
17,Jalpaiguri,Jalpaiguri,0.4,0.1,Bharatiya Janta Party,0.7087556104418258,Bharatiya Janta Party,0.721861878523873
233,Garbeta,Paschim Medinipur,5.2,0.1,All India Trinamool Congress,0.856700349265101,All India Trinamool Congress,0.7767676122745415
91,Chakdaha,Nadia,5.5,0.1,Bharatiya Janta Party,0.9922890720801388,Bharatiya Janta Party,0.99256770310243
93,Haringhata,Nadia,7.3,0.1,Bharatiya Janta Party,0.9973382926977628,Bharatiya Janta Party,0.9974338724000816
292,Hansan,Birbhum,24.3,0.1,All India Trinamool Congress,0.997191002537432,All India Trinamool Congress,0.9004500128289785
184,Domjur,Haora,17.1,0.1,All India Trinamool Congress,0.9241300425634252,All India Trinamool Congress,0.8362566429720736
92,Kalyani,Nadia,1.0,0.1,Bharatiya Janta Party,0.9995672849790006,Bharatiya Janta Party,0.9995807912809596
209,Haldia,Purba Medinipur,6.8,0.1,Bharatiya Janta Party,0.8852420871499449,Bharatiya Janta Party,0.8900922452870391
7,Dinhata,Koch Bihar,0.0,0.1,Bharatiya Janta Party,0.9974906396150136,Bharatiya Janta Party,0.9975109064656624
15,Dhupguri,Jalpaiguri,1.9,0.1,Bharatiya Janta Party,0.992606561872771,Bharatiya Janta Party,0.9926390185195204
229,Debra,Paschim Medinipur,5.5,0.1,All India Trinamool Congress,0.6618724863137111,All India Trinamool Congress,0.6035570775649469
230,Daspur,Paschim Medinipur,12.1,0.1,Bharatiya Janta Party,0.7377950986764314,Bharatiya Janta Party,0.749667744042538
23,Darjeeling,Darjiling,12.8,0.1,Bharatiya Janta Party,0.9979568996526192,Bharatiya Janta Party,0.9979695798059618
3,Coochbehar Uttar,Koch Bihar,6.0,0.1,Bharatiya Janta Party,0.9982586373883516,Bharatiya Janta Party,0.9982862667089044
231,Ghatal,Paschim Medinipur,0.4,0.1,Bharatiya Janta Party,0.9963754040727149,Bharatiya Janta Party,0.9964886320470412
173,Howrah Dakshin,Haora,23.6,0.1,All India Trinamool Congress,0.983245454592478,All India Trinamool Congress,0.8882181781795606
171,Howrah Madhya,Haora,24.2,0.1,All India Trinamool Congress,0.9718199420264472,All India Trinamool Congress,0.8781892901338132
13,Falakata,Jalpaiguri,1.8,0.1,Bharatiya Janta Party,0.9976118020818976,Bharatiya Janta Party,0.9976674841480824
218,Egra,Purba Medinipur,7.7,0.1,All India Trinamool Congress,0.8288939020335374,All India Trinamool Congress,0.752167321703131
174,Sankrail,Haora,18.4,0.1,All India Trinamool Congress,0.9892227477539056,All India Trinamool Congress,0.8934621625476464
177,Uluberia Uttar,Haora,11.4,0.1,All India Trinamool Congress,0.989685951761152,All India Trinamool Congress,0.8938684633120048
9,Tufanganj,Koch Bihar,15.0,0.1,Bharatiya Janta Party,0.9955292772958528,Bharatiya Janta Party,0.9956568434298732
182,Udaynarayanpur,Haora,7.1,0.1,All India Trinamool Congress,0.9916507116321563,All India Trinamool Congress,0.8955917363377687
178,Uluberia Dakshin,Haora,14.2,0.1,All India Trinamool Congress,0.96484838612825,All India Trinamool Congress,0.8720666364947258
78,Tehatta,Nadia,3.2,0.1,All India Trinamool Congress,0.6103511541909579,All India Trinamool Congress,0.5574199167115728
203,Tamluk,Purba Medinipur,0.3,0.1,All India Trinamool Congress,0.754809558962104,All India Trinamool Congress,0.6864291904008025
12,Alipurduars,Jalpaiguri,7.3,0.1,Bharatiya Janta Party,0.9966654177840254,Bharatiya Janta Party,0.9967326348813986
181,Amta,Haora,12.6,0.1,All India Trinamool Congress,0.8863311507870955,All India Trinamool Congress,0.8029379039397149
238,Bandwan,Puruliya,7.9,0.1,All India Trinamool Congress,0.8128503431762433,All India Trinamool Congress,0.7379554001461788
240,Baghmundi,Puruliya,6.9,0.1,All India Trinamool Congress,0.7654302091409361,All India Trinamool Congress,0.6958708767786376
180,Bagnan,Haora,15.2,0.1,All India Trinamool Congress,0.9924954222064511,All India Trinamool Congress,0.8963325636656189
239,Balarampur,Puruliya,0.2,0.1,Bharatiya Janta Party,0.9947071202791652,Bharatiya Janta Party,0.9948971684344196
169,Bally,Haora,5.0,0.1,All India Trinamool Congress,0.9015556309929056,All India Trinamool Congress,0.8163667359897951
176,Uluberia Purba,Haora,9.0,0.1,All India Trinamool Congress,0.9941969631366512,All India Trinamool Congress,0.8978247369111063
86,Santipur,Nadia,7.3,0.1,Bharatiya Janta Party,0.9942591483002784,Bharatiya Janta Party,0.9944640923442716
219,Dantan,Paschim Medinipur,0.3,0.1,Bharatiya Janta Party,0.5238044689787619,Bharatiya Janta Party,0.5490713828989899
19,Dabgram-Fulbari,Jalpaiguri,10.8,0.1,Bharatiya Janta Party,0.9961657442579264,Bharatiya Janta Party,0.9961943745371306
251,Taldangra,Bankura,6.2,0.1,All India Trinamool Congress,0.7889841614574041,All India Trinamool Congress,0.7167892101383052
284,Dubrajpur,Birbhum,1.9,0.1,Bharatiya Janta Party,0.9915260608001994,Bharatiya Janta Party,0.9918530685223316
85,Krishnanagar Dakshin,Nadia,4.8,0.1,All India Trinamool Congress,0.5550105651506229,All India Trinamool Congress,0.5077063538781844
10,Kumargram,Jalpaiguri,4.8,0.1,Bharatiya Janta Party,0.996487873201669,Bharatiya Janta Party,0.9965640393861012
223,Keshiary,Paschim Medinipur,7.3,0.1,All India Trinamool Congress,0.8682967287214026,All India Trinamool Congress,0.7870150791504813
235,Keshpur,Paschim Medinipur,9.1,0.1,All India Trinamool Congress,0.6310780749039723,All India Trinamool Congress,0.5759976254815498
82,Chapra,Nadia,5.7,0.1,All India Trinamool Congress,0.7114494456036188,All India Trinamool Congress,0.6478212229145803
248,Chhatna,Bankura,3.7,0.1,Bharatiya Janta Party,0.9987997241176444,Bharatiya Janta Party,0.998836182600499
214,Bhagabanpur,Purba Medinipur,12.4,0.1,Bharatiya Janta Party,0.7609305267186097,Bharatiya Janta Party,0.7717483769025552
237,Binpur,Paschim Medinipur,21.3,0.1,All India Trinamool Congress,0.9846360195040638,All India Trinamool Congress,0.8894383082751453
286,Bolpur,Birbhum,9.8,0.1,All India Trinamool Congress,0.9443409087156204,All India Trinamool Congress,0.8540418455308346
255,Bishnupur,Bankura,6.1,0.1,Bharatiya Janta Party,0.995246343349573,Bharatiya Janta Party,0.9954074884864887
84,Nabadwip,Nadia,8.9,0.1,All India Trinamool Congress,0.5846363701136646,All India Trinamool Congress,0.5343399865022503
294,Murarai,Birbhum,45.4,0.1,All India Trinamool Congress,0.9896621922172816,All India Trinamool Congress,0.8938476228246857
206,Moyna,Purba Medinipur,0.6,0.1,Bharatiya Janta Party,0.989743272983532,Bharatiya Janta Party,0.9900613549381142
252,Bankura,Bankura,0.7,0.1,Bharatiya Janta Party,0.9971194021973658,Bharatiya Janta Party,0.997217600071612
81,Nakashipara,Nadia,10.2,0.1,All India Trinamool Congress,0.9009940407173598,All India Trinamool Congress,0.8158715945273531
21,Nagrakata,Jalpaiguri,12.6,0.1,Bharatiya Janta Party,0.9976075035996412,Bharatiya Janta Party,0.9976526737677768
293,Nalhati,Birbhum,27.7,0.1,All India Trinamool Congress,0.9939470312601716,All India Trinamool Congress,0.8976055674030733
243,Manbazar,Puruliya,7.3,0.1,All India Trinamool Congress,0.803914525891005,All India Trinamool Congress,0.7300339618879698
20,Mal,Jalpaiguri,2.6,0.1,Bharatiya Janta Party,0.9448366985070946,Bharatiya Janta Party,0.946794541196408
287,Nanoor,Birbhum,2.9,0.1,Bharatiya Janta Party,0.7696751372153428,Bharatiya Janta Party,0.780006864298383
210,Nandigram,Purba Medinipur,0.9,0.1,Bharatiya Janta Party,0.7631846193018209,Bharatiya Janta Party,0.7730687001766253
207,Nandakumar,Purba Medinipur,2.4,0.1,All India Trinamool Congress,0.5393210982608491,All India Trinamool Congress,0.4935826355106076
1,Mekliganj,Koch Bihar,7.5,0.1,Bharatiya Janta Party,0.5874027763386231,Bharatiya Janta Party,0.6067809391943653
236,Medinipur,Paschim Medinipur,10.4,0.1,All India Trinamool Congress,0.9653066674015804,All India Trinamool Congress,0.8724691908719356
290,Mayureswar,Birbhum,6.1,0.1,All India Trinamool Congress,0.91147875613207,All India Trinamool Congress,0.8251130526362679
2,Mathabhanga,Koch Bihar,12.3,0.1,Bharatiya Janta Party,0.9957165607403016,Bharatiya Janta Party,0.9958694410321792
25,Matigara-Naxalbari,Darjiling,29.9,0.1,Bharatiya Janta Party,0.993767036167807,Bharatiya Janta Party,0.9939167976157304
16,Maynaguri,Jalpaiguri,5.1,0.1,Bharatiya Janta Party,0.9906742125446288,Bharatiya Janta Party,0.9906874340526588
4,Cooch Behar Dakshin,Koch Bihar,2.5,0.1,Bharatiya Janta Party,0.8713186026846308,Bharatiya Janta Party,0.8750205418942536
232,Chandrakona,Paschim Medinipur,4.6,0.1,Bharatiya Janta Party,0.8588796833459347,Bharatiya Janta Party,0.8646081951845378
211,Chandipur,Purba Medinipur,6.1,0.1,All India Trinamool Congress,0.7013959380275223,All India Trinamool Congress,0.6388555027276057
14,Madarihat,Jalpaiguri,18.1,0.1,Bharatiya Janta Party,0.9819126018428268,Bharatiya Janta Party,0.9821594793147216
256,Katulpur,Bankura,5.3,0.1,Bharatiya Janta Party,0.9980716780122814,Bharatiya Janta Party,0.9981041495918834
208,Mahishadal,Purba Medinipur,1.1,0.1,All India Trinamool Congress,0.693390693221748,All India Trinamool Congress,0.6317126348425139
288,Labhpur,Birbhum,8.6,0.1,All India Trinamool Congress,0.9514896199994072,All India Trinamool Congress,0.8603275641857844
24,Kurseong,Darjiling,9.0,0.1,Bharatiya Janta Party,0.9925416782834612,Bharatiya Janta Party,0.9925745916472246
212,Patashpur,Purba Medinipur,4.8,0.1,All India Trinamool Congress,0.6202555176995754,All India Trinamool Congress,0.5663001084523618
245,Para,Puruliya,2.1,0.1,Bharatiya Janta Party,0.9998587641932098,Bharatiya Janta Party,0.999861613753367
253,Barjora,Bankura,1.5,0.1,All India Trinamool Congress,0.5763775485945614,All India Trinamool Congress,0.5269199748899646
18,Rajganj,Jalpaiguri,7.4,0.1,Bharatiya Janta Party,0.9883907079432164,Bharatiya Janta Party,0.9887730758510797
246,Raghunathpur,Puruliya,2.6,0.1,Bharatiya Janta Party,0.9944454101066124,Bharatiya Janta Party,0.9946470252009908
217,Ramnagar,Purba Medinipur,5.7,0.1,All India Trinamool Congress,0.7606613578005201,All India Trinamool Congress,0.6916321277526402
250,Raipur,Bankura,10.1,0.1,All India Trinamool Congress,0.8238291908692542,All India Trinamool Congress,0.7476822730474476
242,Purulia,Puruliya,3.4,0.1,Bharatiya Janta Party,0.9914270758504984,Bharatiya Janta Party,0.9917408646624924
204,Panskura Purba,Purba Medinipur,4.9,0.1,All India Trinamool Congress,0.7733099136622218,All India Trinamool Congress,0.7028720812518134
27,Phansidewa,Darjiling,13.5,0.1,Bharatiya Janta Party,0.9972402941120732,Bharatiya Janta Party,0.9973138194470836
205,Panskura Paschim,Purba Medinipur,3.8,0.1,All India Trinamool Congress,0.5229940890875449,Bharatiya Janta Party,0.4868616386415255
175,Panchla,Haora,15.3,0.1,All India Trinamool Congress,0.9850401547591212,All India Trinamool Congress,0.8897928920823712
79,Palashipara,Nadia,25.4,0.1,All India Trinamool Congress,0.9177527323438512,All India Trinamool Congress,0.8306403670851568
254,Onda,Bankura,5.2,0.1,Bharatiya Janta Party,0.9899180625966671,Bharatiya Janta Party,0.9902568522683236
220,Nayagram,Paschim Medinipur,12.0,0.1,All India Trinamool Congress,0.9429220769746274,All India Trinamool Congress,0.8527939833656066
8,Natabari,Koch Bihar,10.9,0.1,Bharatiya Janta Party,0.9932374558881754,Bharatiya Janta Party,0.9934110700949108
225,Narayangarh,Paschim Medinipur,1.1,0.1,All India Trinamool Congress,0.7921545097975764,All India Trinamool Congress,0.7196026007483988
291,Rampurhat,Birbhum,4.0,0.1,All India Trinamool Congress,0.830380463301335,All India Trinamool Congress,0.7534834917413782
90,Ranaghat Dakshin,Nadia,6.9,0.1,Bharatiya Janta Party,0.9981365067754308,Bharatiya Janta Party,0.9981800258775526
87,Ranaghat Uttar Paschim,Nadia,10.5,0.1,Bharatiya Janta Party,0.9944566474255584,Bharatiya Janta Party,0.9946161340609307
89,Ranaghat Uttar Purba,Nadia,15.0,0.1,Bharatiya Janta Party,0.990426608780426,Bharatiya Janta Party,0.9907752774011636
249,Ranibandh,Bankura,1.9,0.1,Bharatiya Janta Party,0.516143473442134,Bharatiya Janta Party,0.5418679132053379
226,Sabang,Paschim Medinipur,4.2,0.1,All India Trinamool Congress,0.8270877964400002,All India Trinamool Congress,0.7505680797153023
247,Saltora,Bankura,2.1,0.1,Bharatiya Janta Party,0.9941448227335332,Bharatiya Janta Party,0.9943623305252816
234,Salboni,Paschim Medinipur,13.2,0.1,Bharatiya Janta Party,0.7732199823784365,Bharatiya Janta Party,0.7799202387696286
289,Sainthia,Birbhum,6.9,0.1,All India Trinamool Congress,0.6804190793928164,All India Trinamool Congress,0.6201312694122342
227,Pingla,Paschim Medinipur,2.9,0.1,All India Trinamool Congress,0.6642091389853003,All India Trinamool Congress,0.6056462264973836
6,Sitai,Koch Bihar,4.3,0.1,Bharatiya Janta Party,0.9955723188238328,Bharatiya Janta Party,0.9956479448774196
5,Sitalkuchi,Koch Bihar,7.3,0.1,Bharatiya Janta Party,0.9977320700920784,Bharatiya Janta Party,0.9977761769375976
258,Sonamukhi,Bankura,5.3,0.1,Bharatiya Janta Party,0.9958107967058036,Bharatiya Janta Party,0.9959634477540678
26,Siliguri,Darjiling,20.2,0.1,Bharatiya Janta Party,0.7913331714872354,Bharatiya Janta Party,0.7986916247966175
179,Shyampur,Haora,14.3,0.1,All India Trinamool Congress,0.8668775270204846,All India Trinamool Congress,0.785761334845671
172,Shibpur,Haora,18.1,0.1,All India Trinamool Congress,0.991446112979925,All India Trinamool Congress,0.895412293921639
285,Suri,Birbhum,3.4,0.1,All India Trinamool Congress,0.7298176944014918,All India Trinamool Congress,0.6641883631970836
