AC_Number,Constituency_Name,District,Type,Predicted_Winner_baseline,Predicted_Winner_Prob_baseline,P_All India Trinamool Congress_baseline,P_All India Trinamool Congress_calibrated,P_Bharatiya Janta Party_baseline,P_Bharatiya Janta Party_calibrated,P_OTHER_baseline,P_OTHER_calibrated,Candidate_AITC,Candidate_BJP,Candidate_INC,Candidate_LF,Candidate_Placeholder,Candidate_Present
265,Memari,Barddhaman,GEN,All India Trinamool Congress,0.9994623,0.9994623,0.9871198574598312,0.00045903717,0.0122134975193004,7.8636396e-05,0.0006666450208682,Rasbihari Halder,???? ???? ???? (Shri Manav Guha),Prabir Ganguly,KRISHANU BHDRA (SC),0,0
122,Minakhan,North Twenty Four Parganas,SC,All India Trinamool Congress,0.99916613,0.99916613,0.9820190429599908,0.0006067578,0.0160652059485783,0.00022708545,0.0019157510914307,,,,,0,0
263,Monteswar,Barddhaman,GEN,All India Trinamool Congress,0.9996662,0.9996662,0.9917059960095944,0.00029938188,0.0080009612238822,3.4414028e-05,0.0002930427665232,Siddiqullah Chowdhury,???? ???? ???? (Shri Saikat Panja),Jyotirmoy Mondal,ANUPAM GHOSH,0,0
52,Mothabari,Maldah,GEN,All India Trinamool Congress,0.9986651,0.9986651,0.9711860574801848,0.0009899426,0.0259347044488731,0.0003449272,0.0028792380709419,Md. Najrul Islam,???? ?????? ??? (Shri Nibaran Ghosh),Sayem Chowdhury,,0,0
206,Moyna,Purba Medinipur,GEN,Bharatiya Janta Party,0.91761994,0.07827302,0.0038877308403416,0.91761994,0.99453640256355,0.0041070054,0.0015758665961082,Chandan Mondal,???? ???? ????? (Shri Ashok Dinda),Nimai Barman,SWAPAN BARMAN,0,0
294,Murarai,Birbhum,GEN,All India Trinamool Congress,0.99914515,0.99914515,0.9796518509181996,0.0007308713,0.0193051335632825,0.00012393102,0.0010430155185178,Mosarraf Hossain,??????? ????? ??? (Smt. Rinki Ghosh),Sanjibur Rahaman,MD. ALI REZA MANDAL,0,0
64,Murshidabad,Murshidabad,GEN,Bharatiya Janta Party,0.90304065,0.09223698,0.0046504646678509,0.90304065,0.9935101698610715,0.0047224425,0.0018393654710775,Shaoni Singha Roy,???? ???? ???? ??? (Shri Gouri Sankar Ghosh),Siddiqi Ali,ABDUL MANNAN,0,0
84,Nabadwip,Nadia,GEN,All India Trinamool Congress,0.9485386,0.9485386,0.4088865135871386,0.050640345,0.5880755953077366,0.0008210259,0.0030378911051247,Pundarikakshya Saha,???? ?????? ???? ???????? (Shri Sruti Sekhar Goswami),Samir Saha,SWARNENDU SINHA,0,0
65,Nabagram,Murshidabad,SC,All India Trinamool Congress,0.9836332,0.9836332,0.6933966785205016,0.016041383,0.3046345168482049,0.00032537672,0.0019688046312935,,,,,0,0
21,Nagrakata,Jalpaiguri,ST,Bharatiya Janta Party,0.985743,0.011913786,0.0005531039426169,0.985743,0.9986065344545534,0.002343145,0.0008403616028295,,,,,0,0
104,Naihati,North Twenty Four Parganas,GEN,All India Trinamool Congress,0.98447037,0.98447037,0.7472092261889118,0.010882575,0.2225153464016737,0.004647112,0.0302754274094144,Sanat Dey,???? ??????? ?????? (Shri Sumitro Chaterjee),Pradip Kumar Kundu,,0,0
81,Nakashipara,Nadia,GEN,All India Trinamool Congress,0.9915623,0.9915623,0.8179253699862383,0.008079226,0.1795362514908776,0.00035850494,0.0025383785228839,Kallol Kha,???? ?????? ?? (Shri Shantanu Dey),Golam Kibria Mandal,,0,0
293,Nalhati,Birbhum,GEN,All India Trinamool Congress,0.9995167,0.9995167,0.9879107769223108,0.00044035766,0.0117252455710279,4.2902175e-05,0.000363977506661,Rajendra Prasad Singh,???? ???? ???? (Shri Anil Singh),Dr. Abdul Karim,DIPAK CHATTERJEE,0,0
207,Nandakumar,Purba Medinipur,GEN,All India Trinamool Congress,0.9361352,0.9361352,0.368590420059414,0.057499137,0.6098956247374762,0.0063657155,0.0215139552031097,Sukumar Dey,???? ?????? ????? (Shri Nirmal Khanra),Sekh Matin,,0,0
210,Nandigram,Purba Medinipur,GEN,All India Trinamool Congress,0.7734777,0.7734777,0.117125295529846,0.21170332,0.8636132462642805,0.014818993,0.0192614582058734,Pabitra Kar,???? ??????? ??????? (Shri Suvendu Adhikari),SK Jariatul Hossain,SHANTI GIRI,0,0
287,Nanoor,Birbhum,SC,All India Trinamool Congress,0.78800744,0.78800744,0.1229273343277103,0.20716476,0.8706081952791168,0.0048277774,0.0064644703931729,,,,,0,0
74,Naoda,Murshidabad,GEN,All India Trinamool Congress,0.9946884,0.9946884,0.8772389826354042,0.0050994037,0.1211543432320354,0.00021224104,0.0016066741325602,Shahina Mumtaz,???? ???? ???? (Shri Rana Mandal),Motiur Rahaman,HABIBUR RAHAMAN MONDAL,0,0
225,Narayangarh,Paschim Medinipur,GEN,All India Trinamool Congress,0.9801517,0.9801517,0.6526976992381113,0.019131323,0.3432041352713739,0.00071697356,0.0040981654905148,Pratibha Rani Maity,???? ??? ?????? ???? (Shri Rama Prasad Giri),Sk Alam Hossain,TAPAS SINHA,0,0
8,Natabari,Koch Bihar,GEN,Bharatiya Janta Party,0.95136505,0.04424829,0.0021234595982759,0.95136505,0.9962502557570958,0.0043867105,0.0016262846446282,Sailen Barma,???? ?????? ???? ??? (Shri Girija Shankar Roy),Biswajit Sarkar,DHANANJOY RAVA (SC),0,0
220,Nayagram,Paschim Medinipur,ST,All India Trinamool Congress,0.99528104,0.99528104,0.8911234279407961,0.004418062,0.1065645267207942,0.00030084074,0.0023120453384096,,,,,0,0
107,Noapara,North Twenty Four Parganas,GEN,All India Trinamool Congress,0.9910671,0.9910671,0.8395563648525238,0.006140924,0.1401423014714394,0.0027919665,0.0203013336760366,Trinankur Bhattacharya,???? ?????? ???? (Shri Arjun Singh),Asoke Bhattacharya (Raja),GARGI CHATTERJEE,0,0
254,Onda,Bankura,GEN,Bharatiya Janta Party,0.9140608,0.0830428,0.0041415588454148,0.9140608,0.9947425132935512,0.0028964377,0.0011159278610338,Subrata Dutta (Gope),???? ?????? ???? (Shri Amarnath Shakha),Paban Salampuria,ASIT SHARMA,0,0
79,Palashipara,Nadia,GEN,All India Trinamool Congress,0.99315417,0.99315417,0.8460655341596086,0.006642768,0.1524491972351901,0.00020311879,0.0014852686052012,Rukbanur Rahman,??????? ????? ????? (Smt. Anima Dutta),Hamidul Haque,,0,0
175,Panchla,Haora,GEN,All India Trinamool Congress,0.9987142,0.9987142,0.9710311766607328,0.0010218867,0.0267659966634748,0.00026394948,0.0022028266757924,Gulshan Mullick,???? ???? ????? ??? (Shri Ranjan Kumar Paul),Rahul Pandey,FARID MOLLA,0,0
275,Pandabeswar,Barddhaman,GEN,All India Trinamool Congress,0.962286,0.962286,0.5196986664298446,0.030813903,0.4483145867880043,0.006900095,0.031986746782151,Narendranath Chakraborty,???? ???????? ????? ?????? (Shri Jitendra Kumar Tewari),Uttam Kumar Roy,PRABIR MONDAL,0,0
192,Pandua,Hugli,GEN,All India Trinamool Congress,0.99715245,0.99715245,0.9382504549843272,0.002243627,0.0568717516028341,0.0006039467,0.0048777934128387,Samir Chakraborty (Bua),???? ????? ????? ??????? (Shri Tushar Kumar Majumdar),Sanatan Mandi,AMJAD HOSSAIN,0,0
111,Panihati,North Twenty Four Parganas,GEN,All India Trinamool Congress,0.99721247,0.99721247,0.9465923932897904,0.001761658,0.0450490496462421,0.0010258608,0.0083585570639674,Tirthankar Ghosh (Puchi),??????? ????? ?????? (Smt. Ratna Debnath),Subhashis Bhattacharya,KALATAN DASGUPTA,0,0
205,Panskura Paschim,Purba Medinipur,GEN,All India Trinamool Congress,0.9327776,0.9327776,0.3526542325027539,0.061845813,0.6298976946198065,0.0053766146,0.0174480728774397,Siraj Khan,???? ????? ??????? (Shri Sintu Senapati),Kalyan Roy,NIRANJAN SIHI,0,0
204,Panskura Purba,Purba Medinipur,GEN,All India Trinamool Congress,0.97786593,0.97786593,0.6271951346602578,0.021314932,0.3682951847846687,0.0008191338,0.0045096805550734,Asim Kumar Maji,???? ?????? ???? (Shri Subrata Maity),Dipak Patra,IBRAHIM ALI,0,0
245,Para,Puruliya,SC,Bharatiya Janta Party,0.99910754,0.0007613149,3.4917489439306186e-05,0.99910754,0.999918629569765,0.00013110657,4.645294079578192e-05,,,,,0,0
212,Patashpur,Purba Medinipur,GEN,All India Trinamool Congress,0.9544267,0.9544267,0.446938087705496,0.04303091,0.5428427480499184,0.002542395,0.0102191642445855,Pijus Kanti Panda,???? ??? ???? (Shri Tapan Maity),,SAIKAT GIRI,0,0
130,Patharpratima,South  Twenty Four Parganas,GEN,All India Trinamool Congress,0.984718,0.984718,0.836095582355807,0.0033703777,0.0770923613582446,0.011911554,0.0868120562859482,Samir Kumar Jana,???? ???? ????? ????? (Shri Asit Kumar Haldar),Subhrangshu Nayek,SATYA RANJAN DAS,0,0
27,Phansidewa,Darjiling,ST,Bharatiya Janta Party,0.97903466,0.01926279,0.0009003034579272,0.97903466,0.9984849833804458,0.0017025219,0.000614713161627,,,,,0,0
227,Pingla,Paschim Medinipur,GEN,All India Trinamool Congress,0.96106213,0.96106213,0.4968431465366703,0.0348144,0.4848590179171225,0.004123484,0.0182978355462071,Ajit Maity,??????? ??????? ????? (Smt. Swagata Manna),Sushanta Mandal,ASHOKE SEN,0,0
268,Purbasthali Dakshin,Barddhaman,GEN,All India Trinamool Congress,0.9994679,0.9994679,0.9866198600520308,0.0004896048,0.0130201321867399,4.2487707e-05,0.0003600077612291,Swapan Debnath,???? ?????????? ????? (Shri Prankrishna Tapadar),Rabindranath Mondal,,0,0
269,Purbasthali Uttar,Barddhaman,GEN,All India Trinamool Congress,0.99660647,0.99660647,0.918791610874529,0.0032119176,0.0797712573919798,0.0001816083,0.0014371317334913,Vasundhara Goswami,???? ????? ???????????? (Shri Gopal Chattopadhayay),Amitava Bhattacharya,PRADIP SAHA,0,0
199,Pursurah,Hugli,GEN,Bharatiya Janta Party,0.89466697,0.10322496,0.0052553188908184,0.89466697,0.9939155774398046,0.002108067,0.0008291036693769,Partha Hazari,???? ????? ??? (Shri Biman Ghosh),Sk. Habibar Rahaman,SANDIP KUMAR SAMANTA,0,0
242,Purulia,Puruliya,GEN,Bharatiya Janta Party,0.9211675,0.07748032,0.0038378100075116,0.9211675,0.9956447655651952,0.001352212,0.0005174244272931,Sujoy Banerjee,???? ????? ????? ??????? (Shri Sudip Kumar Mukherjee),Dibyajyoti Prasad Singh Deo,SAYANTAN GHOSH,0,0
59,Raghunathganj,Murshidabad,GEN,All India Trinamool Congress,0.991236,0.991236,0.8191567024002009,0.007823458,0.17417162412104,0.00094054005,0.0066716734787592,Janab Akhruzzaman,???? ?????? ??????? (Shri Surjit Poddar),Nasir Saikh,,0,0
246,Raghunathpur,Puruliya,SC,Bharatiya Janta Party,0.94786465,0.051180713,0.0024675075631636,0.94786465,0.9971769476144486,0.0009546235,0.0003555448223877,,,,,0,0
134,Raidighi,South  Twenty Four Parganas,GEN,All India Trinamool Congress,0.9859044,0.9859044,0.810792385495387,0.0059425696,0.1316551514837562,0.008153076,0.0575524630208567,Tapas Mondal,???? ???? ???? (Shri Palash Rana),Asish Kumar Mandal,SAMYA GANGULY,0,0
35,Raiganj,Uttar Dinajpur,GEN,All India Trinamool Congress,0.746652,0.746652,0.1028116360391065,0.23649357,0.877267616825423,0.016854428,0.0199207471354704,Krishna Kalyani,???? ????? ????? (Shri Kaushik Chowdhury),Mohit Sengupta,JIBANANDA SINGHA,0,0
261,Raina,Barddhaman,SC,All India Trinamool Congress,0.990657,0.990657,0.8170023801537948,0.0077194683,0.1715047374045647,0.001623534,0.0114928824416403,,,,,0,0
250,Raipur,Bankura,ST,All India Trinamool Congress,0.98371524,0.98371524,0.6977136468883507,0.015603492,0.2981386936655475,0.00068128324,0.0041476594461016,,,,,0,0
117,Rajarhat  Gopalpur,North Twenty Four Parganas,GEN,All India Trinamool Congress,0.99494725,0.99494725,0.8986378438377159,0.0037510938,0.091270682010632,0.0013016745,0.0100914741516519,,,,,0,0
115,Rajarhat New Town,North Twenty Four Parganas,GEN,All India Trinamool Congress,0.9981542,0.9981542,0.9724105686476784,0.0006797177,0.0178389519058034,0.001166021,0.0097504794465181,,,,,0,0
18,Rajganj,Jalpaiguri,SC,Bharatiya Janta Party,0.9036522,0.09269804,0.0046724105999934,0.9036522,0.9939064333678448,0.0036497342,0.0014211560321616,,,,,0,0
217,Ramnagar,Purba Medinipur,GEN,All India Trinamool Congress,0.9762083,0.9762083,0.6107375755769003,0.022771098,0.3837822113419403,0.0010205111,0.0054802130811594,Akhil Giri,???? ????? ???? ???? (Shri Chandra Sekhar Mondal),Manas Kumar Dutta,ASHOKE KUMAR MAITY,0,0
291,Rampurhat,Birbhum,GEN,All India Trinamool Congress,0.9843753,0.9843753,0.7075387939834791,0.014860391,0.2877454793454932,0.00076434866,0.0047157266710276,Asish Banerjee,???? ????? ???? (Shri Dhruba Saha),Vivekananda Shaw,SANJIB MALLICK,0,0
90,Ranaghat Dakshin,Nadia,SC,Bharatiya Janta Party,0.98706764,0.011492182,0.0005329985545901,0.98706764,0.9989510157135852,0.0014401379,0.0005159857318246,,,,,0,0
87,Ranaghat Uttar Paschim,Nadia,GEN,Bharatiya Janta Party,0.9563203,0.040846016,0.0019515014534286,0.9563203,0.9970026052774604,0.0028337277,0.0010458932691108,Tapas Ghosh,???? ?????????? ?????? (Shri Parthasarathi Chatterjee),Naba Kumar Mondal,,0,0
89,Ranaghat Uttar Purba,Nadia,SC,Bharatiya Janta Party,0.9130568,0.08535953,0.0042634221827384,0.9130568,0.9951255182720048,0.0015836789,0.0006110595452567,,,,,0,0
249,Ranibandh,Bankura,ST,All India Trinamool Congress,0.9230386,0.9230386,0.3110743009945925,0.07537739,0.6843434111357839,0.001584056,0.0045822878696235,,,,,0,0
278,Raniganj,Barddhaman,GEN,Bharatiya Janta Party,0.8528579,0.14242731,0.0075803467382221,0.8528579,0.9904811588855568,0.00471475,0.0019384943762209,Kalobaran Mondal,??. ?????? ??? (Adv. Partho Ghosh),Faiz Ahmed,NARAN BAURI (SC),0,0
63,Raninagar,Murshidabad,GEN,All India Trinamool Congress,0.9912866,0.9912866,0.8141809959569851,0.008250592,0.1825557685163813,0.0004628701,0.0032632355266335,Soumik Hussain,???? ???? ?????? ???? ??? (Shri Rana Pratap Singh Roy),Zulfikur Ali,JAMAL HOSSAIN,0,0
160,Rashbehari,Kolkata,GEN,All India Trinamool Congress,0.99583495,0.99583495,0.9155496927227368,0.0030564882,0.0757017647833357,0.0011085967,0.0087485424939274,Debasish Kumar,???? ????? ??? ?????? (Shri Swapan Das Gupta),Ashutosh Chatterjee,,0,0
48,Ratua,Maldah,GEN,All India Trinamool Congress,0.97181267,0.97181267,0.5692692376190583,0.026877591,0.4241448748390561,0.0013098199,0.0065858875418854,Samar Mukherjee,???? ?????? ????????? (Shri Abhishek Singhania),Mottakin Alam,JAHUR ALAM,0,0
70,Rejinagar,Murshidabad,GEN,All India Trinamool Congress,0.9990299,0.9990299,0.9764790924614566,0.0008573271,0.0225745830717656,0.00011279453,0.0009463244667777,Ataur Rahman,???? ???? ??? (Shri Bapan Ghosh),Jillu Sk.,,0,0
226,Sabang,Paschim Medinipur,GEN,All India Trinamool Congress,0.9825036,0.9825036,0.7092365175416383,0.013761955,0.2676244546856597,0.003734398,0.0231390277727019,Manas Ranjan Bhunia,???? ??? ????? (Shri Amal Panda),Aloke Kumar Samui,NAKUL CHANDRA BERA,0,0
132,Sagar,South  Twenty Four Parganas,GEN,All India Trinamool Congress,0.98062176,0.98062176,0.7747113530303603,0.0064738467,0.1377810623903097,0.012904457,0.0875075845793299,Bankim Chandra Hazra,???? ?????? ???? (Shri Sumanta Mandal),Prasanta Khutia,SWAPAN SINGHA,0,0
60,Sagardighi,Murshidabad,GEN,All India Trinamool Congress,0.9986847,0.9986847,0.9719631049892264,0.0009543184,0.0250209274902831,0.00036102536,0.0030159675204905,Bayron Biswas,???? ???? ????????? (Shri Tapas Chakraborty),,,0,0
289,Sainthia,Birbhum,SC,All India Trinamool Congress,0.96523994,0.96523994,0.5116395367469025,0.03393777,0.4846194481993348,0.00082222954,0.0037410150537626,,,,,0,0
234,Salboni,Paschim Medinipur,GEN,All India Trinamool Congress,0.66741294,0.66741294,0.0784113035990984,0.27182007,0.8603086609884383,0.060766943,0.0612800354124631,Srikanta Mahata,???? ????? ???? (Shri Biman Mahto),Arup Mukherjee,,0,0
247,Saltora,Bankura,SC,Bharatiya Janta Party,0.9442089,0.055007108,0.0026619001362499,0.9442089,0.997045041923344,0.0007839177,0.0002930579404061,,,,,0,0
56,Samserganj,Murshidabad,GEN,All India Trinamool Congress,0.99239457,0.99239457,0.8410089913582617,0.0066642766,0.1521451095880047,0.0009411236,0.0068458990537335,Nur Alam,???? ????? ??? ??? (Shri Shashthi Charan Ghosh),Nazme Alam,,0,0
123,Sandeshkhali,North Twenty Four Parganas,ST,All India Trinamool Congress,0.9996351,0.9996351,0.9916135639302964,0.00028994912,0.0077483901487729,7.4934775e-05,0.0006380459209305,,,,,0,0
174,Sankrail,Haora,SC,All India Trinamool Congress,0.9990395,0.9990395,0.9793512848395216,0.0006983507,0.0184424295938455,0.0002622034,0.0022062855666328,,,,,0,0
86,Santipur,Nadia,GEN,Bharatiya Janta Party,0.94688576,0.051974684,0.0025081003398367,0.94688576,0.9970670796802452,0.0011395721,0.0004248199799178,Braja Kishore Goswami,???? ????? ??? (Shri Swapan Das),Alok Chatterjee,SOUMEN MAHATO,0,0
193,Saptagram,Hugli,GEN,All India Trinamool Congress,0.9841039,0.9841039,0.7119282682186214,0.014260227,0.2779140141604643,0.0016358116,0.010157717620914,Bidesh Bose,???? ?????? ??? (Shri Swaraj Ghosh),Sougata Ghosh,ANIRBAN SARKAR,0,0
145,Satgachhia,South  Twenty Four Parganas,GEN,All India Trinamool Congress,0.98798615,0.98798615,0.8419492141946677,0.00448593,0.1029855411707462,0.0075279195,0.055065244634586,,,,,0,0
172,Shibpur,Haora,GEN,All India Trinamool Congress,0.999206,0.999206,0.983846661047345,0.0005224487,0.0138581340943364,0.00027156982,0.0022952048583185,Dr Rana Chatterjee,???? ???????? ??? (Shri Rudranil Ghosh),Smt. Shrabanti Singh,DR. JAGANNATH BHATTACHARYA,0,0
166,Shyampukur,Kolkata,GEN,All India Trinamool Congress,0.9984932,0.9984932,0.9687332451385996,0.001051063,0.0274711325474872,0.00045578112,0.0037956223139133,Dr. Shashi Panja,??????? ???????? ????????? (Smt. Poornima Chakraborty),Purna Ghosh,,0,0
179,Shyampur,Haora,GEN,All India Trinamool Congress,0.98781395,0.98781395,0.7648928795245821,0.010842673,0.226178097620177,0.0013434172,0.0089290228552408,Nadebasi Jana,??. ??????? ???????????? (Dr. Hiranmoy Chattopadhyay),SK. Manjur Alam,ASIT BARAN SAU,0,0
26,Siliguri,Darjiling,GEN,All India Trinamool Congress,0.7026747,0.7026747,0.0868473874859601,0.2634647,0.8772302522875194,0.033860616,0.0359223602265204,Goutam Deb,??. ???? ??? (Dr. Shankar Ghosh),Aloke Dhara,SHARADINDU CHAKRABORTY,0,0
188,Singur,Hugli,GEN,All India Trinamool Congress,0.9991301,0.9991301,0.9798028326011652,0.0007152294,0.0188951667797715,0.00015467744,0.0013020006190632,Becharam Manna,??. ???? ????? ??? (Dr. Arup Kumar Das),Barun Kumar Malik,DEBASISH CHATTERJEE,0,0
6,Sitai,Koch Bihar,SC,Bharatiya Janta Party,0.97557753,0.01975164,0.0009254011714685,0.97557753,0.9973840411276234,0.004670819,0.0016905577009081,,,,,0,0
5,Sitalkuchi,Koch Bihar,SC,Bharatiya Janta Party,0.9861995,0.0116383415,0.0005401084749799,0.9861995,0.9986847450730018,0.0021621399,0.0007751464520182,,,,,0,0
258,Sonamukhi,Bankura,SC,Bharatiya Janta Party,0.96007055,0.039234787,0.0018688342629806,0.96007055,0.9978755440742544,0.00069468527,0.0002556216627649,,,,,0,0
147,Sonarpur Dakshin,South  Twenty Four Parganas,GEN,All India Trinamool Congress,0.9940274,0.9940274,0.9161934899562406,0.0021605983,0.0536477607756483,0.0038120353,0.030158749268111,Arundhuti Maitra (Lovely),??????? ???? ??????? (Smt. Roopa Ganguly),Smt. Subrata Datta,PARAMITA DASGUPTA,0,0
151,Sonarpur Uttar,South  Twenty Four Parganas,GEN,All India Trinamool Congress,0.9962475,0.9962475,0.9325752282022938,0.002169252,0.054703531091869,0.0015832346,0.0127212407058372,Firdousi Begum,???? ??????? ?? (Shri Debashish Dhar),Dr. Jagannath Kumir,MONALISA SINHA,0,0
186,Sreerampur,Hugli,GEN,All India Trinamool Congress,0.98340005,0.98340005,0.7001676089343544,0.015179574,0.2911522139577179,0.0014203299,0.0086801771079276,Tanmoy Ghosh,???? ?????? ?????????? (Shri Bhaskar Bhattacharya),,NABANITA CHAKRABORTY,0,0
53,Sujapur,Maldah,GEN,All India Trinamool Congress,0.9956756,0.9956756,0.8990545868259973,0.0040682293,0.098960605428279,0.00025608414,0.0019848077457236,Sabina Yeasmin,???? ?????? ????? (Shri Abhiraj Chaudhary),Md Abdul Hannan,,0,0
285,Suri,Birbhum,GEN,All India Trinamool Congress,0.9720348,0.9720348,0.5717174654529914,0.02659232,0.4213515521854306,0.0013728642,0.0069309823615779,Ujjal Chatterjee,???? ??????? ???????????? (Shri Jagannath Chattopadhyay),Sanjoy Adhikary,MOTIUR RAHAMAN,0,0
57,Suti,Murshidabad,GEN,All India Trinamool Congress,0.99738866,0.99738866,0.9363061257852766,0.0024752188,0.0625973224824332,0.00013608433,0.0010965517322901,Emani Biswas,???? ?????? ??? (Shri Mahabir Ghosh),Alfazuddin Biswas,A.K.M. HASANUJJAMAN,0,0
98,Swarupnagar,North Twenty Four Parganas,SC,All India Trinamool Congress,0.9752715,0.9752715,0.5965978007852156,0.024362305,0.401479352017685,0.00036620232,0.0019228471970993,,,,,0,0
251,Taldangra,Bankura,GEN,All India Trinamool Congress,0.97991973,0.97991973,0.6478168344861436,0.019632384,0.3496419158909422,0.000447835,0.0025412496229142,Falguni Singhababu,???? ????? ?????? (Shri Souvik Patra),Nayan Das Chakraborty,DEBKANTI MOHANTI,0,0
203,Tamluk,Purba Medinipur,GEN,All India Trinamool Congress,0.97323316,0.97323316,0.6103522975450707,0.021331295,0.3603874271799631,0.0054355958,0.029260275274966,Dipendra Narayan Roy,??. ??? ?????? ???? (Dr. Hare Krishna Bera),Haradhan Mazumder,NABENDU GHARA,0,0
40,Tapan,Dakshin Dinajpur,ST,Bharatiya Janta Party,0.9516168,0.039099198,0.001872925186951,0.9516168,0.9946915390963794,0.009283929,0.0034355357166696,,,,,0,0
198,Tarakeswar,Hugli,GEN,All India Trinamool Congress,0.9953779,0.9953779,0.896426804537062,0.0041039744,0.0995680970066397,0.0005181062,0.0040050984562982,Ramendu Singha Roy,???? ???? ??? (Shri Santu Pan),Bhabani Prasad Mondal,ABESH KHAMRUI,0,0
78,Tehatta,Nadia,GEN,All India Trinamool Congress,0.95322883,0.95322883,0.4354668477401359,0.045450788,0.559355701858366,0.0013203542,0.0051774504014981,Dilip Poddar,???? ?????? ?????? (Shri Subrata Kabiraj),Jyotirmoy Sarkar,SUBODH BISWAS (SC),0,0
152,Tollyganj,South  Twenty Four Parganas,GEN,All India Trinamool Congress,0.99493825,0.99493825,0.8895285712143345,0.0043645343,0.1051212239916714,0.0006971706,0.005350204793994,Aroop Biswas,??????? ?????? (??) ??????? (Smt. Papiya (Dey) Adhikari),Manas Sinha Roy,PROF. PARTHA PRATIM BISWAS,0,0
9,Tufanganj,Koch Bihar,GEN,Bharatiya Janta Party,0.9647061,0.032947466,0.0015613520265998,0.9647061,0.9975796471013144,0.0023464144,0.0008590008720856,Shib Sankar Paul,??????? ????? ???? ??? (Smt. Malati Rava Roy),Debendra Nath Barma,SHYAMAL ROY,0,0
182,Udaynarayanpur,Haora,GEN,All India Trinamool Congress,0.99927944,0.99927944,0.9837895380429827,0.00056004984,0.0148535632181353,0.00016057008,0.0013568987388818,Samir Kumar Panja,???? ??????? ????? (Shri Prabhakar Pandit),Asit Bakuly,SHASTHI MAJI,0,0
178,Uluberia Dakshin,Haora,GEN,All India Trinamool Congress,0.9971317,0.9971317,0.9316696046003914,0.0026428124,0.0665218721550478,0.0002255003,0.0018085232445608,Pulak Roy,?????? ???????? ???? ?????? (Swami Mangalanand Puri Maharaj),Intaz Ali Shah,AMIRUL ISLAM KHAN,0,0
176,Uluberia Purba,Haora,GEN,All India Trinamool Congress,0.99946076,0.99946076,0.9890305243860964,0.0003517196,0.0093762513657689,0.00018757087,0.0015932242481345,Ritabrata Banerjee,???? ??????????? ?????? (Shri Rudraprasad Banerjee),Alam Deiyan SK,,0,0
177,Uluberia Uttar,Haora,SC,All India Trinamool Congress,0.999012,0.999012,0.980788112494168,0.0006040548,0.0159760551766582,0.00038398473,0.0032358323291736,,,,,0,0
185,Uttarpara,Hugli,GEN,All India Trinamool Congress,0.9977781,0.9977781,0.9515328151761254,0.0017297353,0.0444383755494171,0.00049217476,0.0040288092744573,Sirsanya Bandopadhyay,???? ??????? ????????? (Shri Dipanjan Chakraborty),Subrata Mukherjee,MINAKSHI MUKHERJEE,0,0
